ACCID;ACCUSERNAME;ACCPASSWORD;DATEOPEN;TOTALMONEY;DVT;CUSID;BranchID
A00001060;8157086244;Niko1998@478GIJH36B;2018-01-27;600048962;VND;C00001273;BR0000018
A00001061;6472565020;Ayaan1996@OP4T8L8HLG;2019-01-23;717450111;VND;C00001274;BR0000014
A00001062;2129774972;Lainey1971@7JLWOAZNHV;2021-05-21;947840018;VND;C00001275;BR0000021
A00001063;9227786129;Mabel1962@LL4J48WPMJ;2020-01-03;89343776;VND;C00001276;BR0000017
A00001064;3250379809;Vihaan1951@QW8J2HP5RN;2019-10-08;48002716;VND;C00001277;BR0000029
A00001065;7917700561;Neil1998@YANPT92TBL;2021-10-16;212833592;VND;C00001278;BR0000003
A00001066;2162059988;Titan1976@YYC3V5TVR7;2021-12-06;695686643;VND;C00001279;BR0000009
A00001067;9579587017;Ernesto1972@13EOSLHAGU;2020-09-03;436821018;VND;C00001280;BR0000034
A00001068;5126079297;Brentley1956@RL88S2SV1P;2018-03-18;326637318;VND;C00001282;BR0000024
A00001069;2524088007;Anika1959@2H3OLWS3F1;2019-05-28;300350;VND;C00001283;BR0000017
A00001070;6723787194;Zayn1959@RW9LSSCOP5;2018-06-01;936731784;VND;C00001285;BR0000008
A00001071;5678458514;Azalea1970@DIAGGFNSS3;2021-06-06;586561816;VND;C00001286;BR0000024
A00001072;6171105471;Dayana1964@PZ3644UZRT;2019-02-19;253120812;VND;C00001287;BR0000019
A00001073;7325383129;Dominik1992@IFRILWN99B;2018-07-22;315914723;VND;C00001288;BR0000024
A00001074;6174898810;Cassius1966@32T28KKZPD;2019-06-05;147380493;VND;C00001289;BR0000019
A00001075;9129494599;Rowen1996@1GD44RHL7F;2018-10-31;804825980;VND;C00001290;BR0000023
A00001076;2126636248;Jaliyah1984@9WWEOPNH82;2019-07-27;972147799;VND;C00001291;BR0000021
A00001077;5339043368;Blaine1997@L8XU7RWYXY;2018-11-05;823412786;VND;C00001292;BR0000020
A00001078;2125216634;Sage1947@H44SL920KZ;2021-10-12;935764050;VND;C00001293;BR0000021
A00001079;8657379164;Emilee1964@VMDXJN3ZBG;2021-01-08;903227188;VND;C00001295;BR0000007
A00001080;9781906147;Mira1979@GVTJ5N2305;2020-01-17;18667868;VND;C00001296;BR0000019
A00001081;7155705780;Angie1938@JY3AGG9Y2Q;2019-05-27;156357343;VND;C00001297;BR0000041
A00001082;2020531850;Lilith1940@3PX4TWIYDB;2020-11-20;390671561;VND;C00001299;BR0000033
A00001083;4918982540;Jaxen1999@THN5GFO2NI;2021-11-16;706558239;VND;C00001300;BR0000047
A00001085;2735021847;Mae1960@VH8ANUDKL8;2018-07-14;449480460;VND;C00001303;BR0000031
A00001086;5703841593;Memphis1956@V7XLV8NTS1;2021-07-31;594809318;VND;C00001304;BR0000042
A00001087;9789839916;Meredith1965@A1F4XT8RIH;2018-04-09;838526148;VND;C00001305;BR0000019
A00001088;5170469683;Guadalupe1942@V3P37KRH20;2019-03-29;771080833;VND;C00001306;BR0000037
A00001089;9443087274;Leonard1973@QEWLC5YOVC;2019-01-21;3216461;VND;C00001307;BR0000007
A00001090;9782937175;Abdullah1974@M35PYCHQS1;2020-09-17;261993558;VND;C00001308;BR0000019
A00001091;2124991193;Jacoby1995@6QUMMI5Y60;2019-12-20;918842577;VND;C00001309;BR0000021
A00001092;5291325145;Emelia1997@LT9E77TN3M;2019-01-02;916611974;VND;C00001310;BR0000008
A00001093;4294095540;Margot1976@8NCCJIGEPL;2018-10-11;253534967;VND;C00001311;BR0000001
A00001094;3804965066;Melina1955@TNCNCYBWJX;2020-10-31;305548374;VND;C00001312;BR0000023
A00001095;4237464274;Allan1990@XEW1AV6596;2018-01-01;699972496;VND;C00001313;BR0000001
A00001096;8798534075;Jagger1943@DVQU4G4ZNK;2018-03-06;524683609;VND;C00001315;BR0000034
A00001097;2024131509;Alena1966@X1BULTH6MZ;2019-01-20;188775796;VND;C00001316;BR0000024
A00001098;3147464338;Forrest1951@CGBL8L8MC7;2019-11-07;958762267;VND;C00001318;BR0000046
A00001100;4116203904;Myra1997@W2AMKGSBFV;2021-06-24;204880664;VND;C00001321;BR0000023
A00001101;5536490188;Elianna1965@0YS6EHBCV9;2021-11-13;207790760;VND;C00001322;BR0000044
A00001102;3308385200;Guillermo1964@WETJ4Q76N9;2018-11-27;987496789;VND;C00001323;BR0000029
A00001103;9343318121;Caitlyn1976@HDEG7GGWBG;2020-02-02;388056512;VND;C00001324;BR0000017
A00001104;2443499644;Mack1965@30FIINM9A6;2021-12-27;225428892;VND;C00001325;BR0000016
A00001105;9785416467;Jaelynn1976@MOO2XU16C1;2020-06-08;599945135;VND;C00001326;BR0000019
A00001106;1828442203;Jaelyn1983@VMXZ85HANZ;2021-10-13;304475590;VND;C00001327;BR0000026
A00001107;7769066843;Demi1957@9WI8VA01G1;2019-03-30;255453578;VND;C00001328;BR0000031
A00001108;4662385085;Zechariah1938@FRXAHEPU9W;2019-03-16;679940642;VND;C00001329;BR0000048
A00001109;1098780295;Harley1988@HQKDYD9HTA;2021-12-14;53088661;VND;C00001330;BR0000017
A00001110;8547523055;Terry1983@4R6MCRXJ4Y;2020-07-12;483340204;VND;C00001331;BR0000001
A00001111;3343462525;Mikaela1977@7447O88AP4;2019-04-22;54616384;VND;C00001332;BR0000006
A00001112;5087228233;Kylan1969@B6IWFHXN2P;2020-01-25;858729743;VND;C00001333;BR0000019
A00001113;1956295415;Fletcher1998@YBHUDFG06O;2019-02-28;887280044;VND;C00001334;BR0000011
A00001114;2120501469;Tiana1981@P808MEE7WI;2021-08-10;722203456;VND;C00001335;BR0000021
A00001115;6177081132;Blair1999@BJDT3IX3VY;2018-12-29;976809731;VND;C00001337;BR0000019
A00001116;3025871536;Bronson1979@AE1XV8CYT1;2019-05-29;75015484;VND;C00001339;BR0000013
A00001117;9334700388;Shiloh1959@G2NBHUMS48;2020-06-21;654283763;VND;C00001340;BR0000017
A00001118;9782818894;Ariyah1982@LE4CJ4FL30;2019-06-24;393879076;VND;C00001341;BR0000019
A00001120;2123277219;Saylor1959@8R3TVGJX3A;2018-09-20;111296710;VND;C00001343;BR0000021
A00001121;2175939351;Rayden1988@Q42BHPF0ZO;2019-09-29;492691;VND;C00001345;BR0000037
A00001122;9459339508;Terrance1974@ABKZFIDBJH;2018-07-04;765972282;VND;C00001346;BR0000032
A00001123;3549193522;Marc1990@GVACKLLROZ;2019-07-03;574919726;VND;C00001347;BR0000032
A00001124;6812433561;Lindsey1988@VNE5R6GUB3;2018-10-30;975474560;VND;C00001349;BR0000048
A00001125;2121839939;Morgan1979@J2TQE7XCQY;2021-01-18;777065727;VND;C00001350;BR0000021
A00001126;3202412658;Alia1991@I40FTZG1TP;2018-03-04;566565296;VND;C00001352;BR0000001
A00001127;4179599748;Valentino1979@19KD3LU4V5;2020-11-06;916174507;VND;C00001353;BR0000001
A00001128;9072105469;Demetrius1941@PRYU26O0RY;2020-03-15;819082615;VND;C00001354;BR0000041
A00001129;8074635712;Everleigh1996@NAKAXXBXQT;2021-07-25;42301208;VND;C00001355;BR0000023
A00001130;2129191785;Kristian1952@EZ9N7IP3H5;2019-04-22;12317199;VND;C00001356;BR0000021
A00001132;2124802987;Ivanna1971@JV91T8RR45;2021-04-12;942987968;VND;C00001359;BR0000021
A00001133;2125589030;Miah1942@VSAP3Y46CI;2021-12-07;160688221;VND;C00001361;BR0000021
A00001134;8486143185;Emmy1999@25V5JIK2I2;2021-10-08;606549067;VND;C00001363;BR0000018
A00001135;2123310172;Alessandro1953@8RE7QPVFTO;2019-05-28;996665029;VND;C00001364;BR0000021
A00001136;5253997364;Anahi2000@L73V2PAJPC;2021-04-13;214384098;VND;C00001366;BR0000028
A00001137;7819404151;Kaylin1985@1RM5CZ4I3V;2020-08-20;521464701;VND;C00001367;BR0000019
A00001138;7269120990;Rex1998@IYR0ELMWPN;2018-04-06;269183167;VND;C00001369;BR0000008
A00001139;4394833944;Ansley1985@JURCQDF2Y4;2018-01-30;535788141;VND;C00001370;BR0000034
A00001140;5622198056;Annabel1968@WCXY1QPBZR;2019-11-27;389662855;VND;C00001371;BR0000036
A00001141;9874621401;Remington1996@CWDHABM7VH;2019-06-30;489101067;VND;C00001372;BR0000015
A00001142;8413332623;Kora1995@JYNNFHHS4S;2020-08-14;937326466;VND;C00001373;BR0000007
A00001144;9782107696;Callum1997@B5L7E2GJ2Z;2020-09-11;955820146;VND;C00001375;BR0000019
A00001145;4927514353;Kamari1978@88ZVS6XE5S;2020-12-08;286477395;VND;C00001376;BR0000049
A00001146;4271343170;Nathalie1961@8L6GZSBVW0;2021-05-18;165210079;VND;C00001378;BR0000007
A00001147;9093652623;Emory1973@IS8VJSVDJC;2018-07-01;576260317;VND;C00001380;BR0000014
A00001149;2006085976;Karsyn1999@0SNJI980TU;2021-06-16;657442861;VND;C00001382;BR0000049
A00001150;8552901662;Tripp2002@BCIKQKH20X;2018-07-26;202120277;VND;C00001383;BR0000027
A00001151;9478089764;Pearl1973@G2094G24L3;2019-12-15;276482930;VND;C00001384;BR0000038
A00001152;2390357546;Callan1973@FY8POAWGSI;2018-08-04;321742334;VND;C00001385;BR0000013
A00001153;2121355408;Kimber1997@K76VFYH9J0;2018-10-01;699660992;VND;C00001387;BR0000021
A00001154;1054561161;Rosa1982@UT69430WCG;2018-04-17;241635438;VND;C00001388;BR0000006
A00001155;8107545337;Lylah1947@KNS8JZE44H;2019-05-08;141438595;VND;C00001389;BR0000005
A00001156;6178107065;Magnolia1999@711WWWS912;2021-08-05;186418450;VND;C00001390;BR0000019
A00001157;8313744431;Stanley1985@Q9VCQSGDBF;2020-11-16;43983777;VND;C00001391;BR0000008
A00001158;7166701547;Toby1952@NKKVJA5AGL;2020-07-25;911911300;VND;C00001392;BR0000021
A00001159;6747816659;Elliot1962@RTMDB6D9K0;2020-01-07;570609353;VND;C00001394;BR0000036
A00001160;9743798332;Renata1966@J6T0IT7YT5;2019-01-11;648380579;VND;C00001396;BR0000016
A00001161;1463965713;Galilea1941@8IGPGO2E62;2020-07-09;388202576;VND;C00001397;BR0000017
A00001164;1241612235;Langston2001@IJSDGAHU4D;2021-01-16;799259509;VND;C00001401;BR0000023
A00001165;8799100815;Melvin1956@TZYMQCRX3O;2018-02-18;465185575;VND;C00001402;BR0000014
A00001166;3924205091;Kiera1988@OR0MBJA8JC;2021-08-01;832599773;VND;C00001404;BR0000043
A00001168;2593098930;Whitney1968@81X2GU6VY9;2020-12-04;842964896;VND;C00001406;BR0000027
A00001169;2387659083;Flynn1989@H4WYDFBGP4;2020-01-10;808996290;VND;C00001408;BR0000036
A00001170;3666438813;Jamir1971@JHWTXDL0K9;2020-01-01;184976346;VND;C00001409;BR0000002
A00001171;5931240193;Kyree1964@NX1XUQSSBT;2021-04-03;818976361;VND;C00001410;BR0000049
A00001172;6987805429;Aryan1999@AUD93147VV;2021-12-23;956951613;VND;C00001412;BR0000018
A00001173;7726029919;Siena1989@4SGBMTVC14;2019-11-07;90491575;VND;C00001413;BR0000043
A00001174;7116192193;Bria1994@NIM51RYMK9;2018-03-23;106378365;VND;C00001414;BR0000029
A00001176;1068022700;Axton1947@1ESMIS67VY;2018-07-08;907200628;VND;C00001416;BR0000040
A00001177;1010390097;Laney1986@C40R8RQKFM;2019-09-26;800219121;VND;C00001417;BR0000001
A00001178;6724438782;Perla1994@VMK00IO87F;2020-11-09;796738714;VND;C00001418;BR0000008
A00001179;1169668711;Tatiana1938@HYUQB7A5NU;2020-07-05;322024402;VND;C00001419;BR0000007
A00001180;1536228249;Zelda1976@0LT0XLDPY8;2018-08-11;88326714;VND;C00001421;BR0000026
A00001181;9785466406;Jaycee1996@6SV5UM00EQ;2021-05-17;608242628;VND;C00001422;BR0000019
A00001182;5361796681;Reese1972@7I73W8YDNO;2020-05-25;308215050;VND;C00001424;BR0000011
A00001183;2283300480;Adonis1988@VEP77AUOY7;2020-01-22;9644031;VND;C00001425;BR0000028
A00001184;8328503736;Montserrat1985@K94W7M3TQP;2018-05-23;256288102;VND;C00001427;BR0000020
A00001185;1735586081;Thaddeus1940@IHW62SNKBZ;2020-01-02;520028320;VND;C00001428;BR0000028
A00001186;6489829825;Adele2002@UV39IR1KFX;2020-03-17;626357023;VND;C00001430;BR0000041
A00001187;9780835388;Elyse1950@T5YM0WJIFT;2018-04-02;816723361;VND;C00001431;BR0000019
A00001188;4541867331;Katelynn1981@Q7VTPVNFPV;2019-05-02;962077768;VND;C00001432;BR0000009
A00001189;1730447913;Kynlee1979@JA6KHG6R65;2020-04-27;104391166;VND;C00001433;BR0000003
A00001190;3333163766;Tommy1973@46A1SUWHEP;2021-03-06;715265374;VND;C00001435;BR0000024
A00001192;7556239255;Marina1983@NK04UKW6ZY;2018-12-30;918193494;VND;C00001438;BR0000027
A00001193;1981287307;Blaze1994@HSS0KINHK0;2021-01-26;947848430;VND;C00001439;BR0000027
A00001194;2128435410;Carmelo1998@NDFKS8LDLB;2021-05-02;164609394;VND;C00001440;BR0000021
A00001195;1016531236;Jayden1951@IOA1CQF06I;2020-01-07;661486868;VND;C00001441;BR0000031
A00001196;8389186521;Arian1955@6XTEHX1HNW;2018-01-23;985924604;VND;C00001443;BR0000027
A00001197;9437011924;Bruno1961@XG9NWJYLHB;2018-06-25;686318345;VND;C00001445;BR0000017
A00001198;9139095355;Kaysen1974@N0FCCMWRSO;2020-06-29;489798474;VND;C00001446;BR0000029
A00001199;7168601608;Kenley1977@PDZTBDBHSO;2018-11-13;677262509;VND;C00001448;BR0000021
A00001200;4870356009;Layne1969@4ESD5FSNDA;2020-03-22;752950420;VND;C00001449;BR0000008
A00001201;5080741091;Aviana1989@RHC7QXN088;2020-04-15;469157145;VND;C00001450;BR0000019
A00001203;1779295225;Armani1960@HVEG5QEL92;2020-09-03;40049467;VND;C00001452;BR0000003
A00001204;6003139205;Dulce1986@HPG4Z3GYN7;2020-11-01;258635248;VND;C00001453;BR0000027
A00001205;3273233609;Ray1945@B4LKPI47WO;2018-03-05;114018078;VND;C00001454;BR0000024
A00001206;9243528677;Zain1948@3BYQ4EZYOY;2019-09-12;375027103;VND;C00001456;BR0000029
A00001207;9493612192;Crew1958@VSG23HKV67;2019-02-01;230410493;VND;C00001458;BR0000024
A00001208;8763757600;Jedidiah1996@QNIW8H6Z6U;2018-10-01;139780500;VND;C00001459;BR0000044
A00001209;2371660839;Natasha1953@PDWLH9USM8;2018-11-02;795351261;VND;C00001460;BR0000030
A00001210;6766147462;Rodney1989@NDTIYYAG20;2018-02-13;155182744;VND;C00001461;BR0000015
A00001211;8181209985;Clay1961@G9ZU1HAPGP;2018-01-29;17844246;VND;C00001462;BR0000036
A00001212;5594569900;Milani1956@YTX4LCWLRG;2020-01-20;985174062;VND;C00001463;BR0000029
A00001213;8412056089;Amirah1948@XQ0OGGSSCC;2019-02-28;810172670;VND;C00001464;BR0000017
A00001214;6057835725;Alden1973@K0UZD7A8TY;2020-07-08;928152406;VND;C00001466;BR0000016
A00001215;6170501868;Jadiel1944@6Q9WVRDZC7;2020-07-08;129133808;VND;C00001467;BR0000019
A00001216;3154621482;Breanna1960@RFJZCM97C0;2021-07-27;685320843;VND;C00001468;BR0000021
A00001217;7872567058;Linda1986@K2Y24A2FGO;2018-02-09;716771105;VND;C00001469;BR0000001
A00001218;2125392937;Harper1962@DUELKI3B8Z;2019-01-17;946033479;VND;C00001470;BR0000021
A00001219;2123433683;Sutton1987@PAVR0HX9E2;2018-07-07;376041969;VND;C00001472;BR0000021
A00001220;2127067304;Elaine1951@0YSHZ0ODIV;2021-03-09;472283404;VND;C00001473;BR0000021
A00001221;5144699578;Elliott1991@Z4KLXWRUYQ;2019-12-12;342937715;VND;C00001474;BR0000047
A00001222;3490296555;Ares1952@HW37LMXEPU;2019-07-02;790558454;VND;C00001475;BR0000040
A00001223;4295701786;Cory1990@17W4Y5T6F1;2021-05-23;720591016;VND;C00001476;BR0000029
A00001225;3868288016;Brecken1989@QQCKUA7DT1;2018-10-03;343668770;VND;C00001478;BR0000044
A00001226;2129154941;Chaim1976@RDDH7RQVT2;2020-06-27;363632859;VND;C00001479;BR0000021
A00001227;9781881804;Nickolas1963@PSDM95EKRR;2021-05-12;944471011;VND;C00001480;BR0000019
A00001228;5571435191;Aliza1953@937EIZ5DIN;2018-09-10;223055859;VND;C00001481;BR0000008
A00001229;9209962020;Kenna1970@E2V0EJ21R5;2020-03-05;370620698;VND;C00001482;BR0000029
A00001230;2128427027;Meadow1971@QV5XNPAUIH;2019-12-24;945808364;VND;C00001483;BR0000021
A00001231;7240185540;Xzavier1998@GR385IO40M;2021-01-03;840466706;VND;C00001485;BR0000010
A00001232;5089436001;Rory1996@E2LO08JYUF;2020-09-09;868063813;VND;C00001487;BR0000019
A00001233;3202218745;Kaison1981@93705YSRNQ;2020-08-20;505592083;VND;C00001488;BR0000035
A00001234;3725248346;Alonso1948@B8F72MF3G3;2019-11-19;71829198;VND;C00001489;BR0000018
A00001235;6438152114;Amos1948@ZYUIBXAWFI;2021-05-26;119335915;VND;C00001490;BR0000031
A00001236;9462409087;Vicente2002@FQ5SCSZ9WI;2019-05-27;138154735;VND;C00001491;BR0000040
A00001237;6170754884;Milana1988@803D09ORHR;2018-04-14;245824987;VND;C00001492;BR0000019
A00001238;2122025046;Samir1942@CK99358YD1;2018-01-23;786401094;VND;C00001493;BR0000021
A00001239;2122000044;Esme1951@S50L97338R;2018-08-30;846249241;VND;C00001495;BR0000021
A00001240;2123262604;Leona1962@DO9EA20RX7;2020-07-29;155595393;VND;C00001496;BR0000021
A00001241;2059762821;Joselyn1968@O262M5A16S;2018-03-29;198759287;VND;C00001497;BR0000024
A00001242;7052537423;Madalynn1971@4SGW17G6Q6;2019-11-24;806516844;VND;C00001499;BR0000007
A00001243;2128118501;Jamal2001@NJ3TW4SYGM;2018-07-22;253274793;VND;C00001500;BR0000021
A00001244;5228427966;Jon1966@5LEX2VJGEG;2020-10-08;617363524;VND;C00001501;BR0000017
A00001245;2272609535;Bobby1993@DTM1PE4J97;2019-12-12;204709303;VND;C00001502;BR0000017
A00001246;5081809238;Aron1942@89B1GI1VWE;2020-03-04;86074735;VND;C00001503;BR0000019
A00001247;6174016755;Chanel1991@GAAEF8P0FE;2018-03-10;148850717;VND;C00001505;BR0000019
A00001248;6846938513;Ben1951@EYKVO25N7L;2019-07-10;609710563;VND;C00001506;BR0000013
A00001249;9427214094;Karter1974@JFJBS9XK15;2018-11-13;551233252;VND;C00001508;BR0000024
A00001250;4115148514;Zahra1962@ENFT26C5BM;2020-01-30;515496307;VND;C00001509;BR0000008
A00001251;7481860003;Audrina1968@7KPKW356HA;2021-02-13;596941322;VND;C00001510;BR0000034
A00001252;4808264979;Ariya1982@L03LNYA1GC;2021-05-18;920762375;VND;C00001511;BR0000032
A00001253;5652331228;Jemma1962@K7QO0K7WY6;2021-01-06;42764285;VND;C00001512;BR0000006
A00001254;5413088714;Ford1979@L0XLDFLYZ1;2018-07-26;329173353;VND;C00001513;BR0000007
A00001255;6136393268;Brodie1977@FG7H7GOC7C;2019-02-24;289696235;VND;C00001514;BR0000017
A00001256;8963037344;Eileen1966@B1KJWKK39Z;2019-03-03;695369457;VND;C00001516;BR0000024
A00001257;1971518243;Cain1976@AIVKHLY02O;2019-01-01;85603980;VND;C00001517;BR0000017
A00001258;5698916154;Kallie1980@EL652MKODG;2018-01-14;685413338;VND;C00001518;BR0000022
A00001259;5845035512;Briggs1976@D185X4AD52;2018-02-19;916849286;VND;C00001520;BR0000003
A00001260;4905625339;Davion1999@U9KWG5OFTQ;2019-10-16;518047057;VND;C00001521;BR0000006
A00001261;3205568935;Milan1988@28UDYI8A5Q;2018-09-18;665608017;VND;C00001522;BR0000024
A00001262;9177392287;Emmalynn1951@PKHL4ZE1JL;2018-12-16;200605736;VND;C00001523;BR0000027
A00001263;7846700478;Lailah1982@LRCM1R4RPB;2018-06-23;678028221;VND;C00001524;BR0000039
A00001264;2127307406;Kingsley1963@KE1P74W8Y7;2020-11-03;62992872;VND;C00001525;BR0000021
A00001265;7068832197;Brett1954@QEYDJ605DG;2018-05-14;593599365;VND;C00001527;BR0000036
A00001266;5082074632;Wayne1984@12Q0V15LSE;2020-12-04;725187948;VND;C00001528;BR0000019
A00001267;1849465589;Clarissa1992@MSANXZAB9Q;2021-07-29;256313636;VND;C00001529;BR0000005
A00001268;7494109150;Karlee1965@P2LF1X5762;2018-07-20;603970995;VND;C00001530;BR0000007
A00001269;1096485624;Laylah1980@BXRSV0KJET;2019-07-06;246493123;VND;C00001531;BR0000024
A00001270;9788038181;Apollo1980@J1CL1NSZKX;2021-10-06;326316023;VND;C00001533;BR0000019
A00001271;8694228897;Amiya1972@ZXFHSMMD6I;2020-04-13;84341541;VND;C00001534;BR0000004
A00001272;3359280066;Emery1956@ZO3NAWRU73;2018-11-15;578500984;VND;C00001535;BR0000038
A00001273;7206318631;Collins1987@HXR2PK5WEG;2018-02-21;56514924;VND;C00001536;BR0000042
A00001274;8827127444;Joziah1999@LKH1YEGV7I;2021-01-29;554197309;VND;C00001537;BR0000001
A00001275;7059898366;Lucca1943@2X3B41ZDY8;2018-05-15;282964879;VND;C00001539;BR0000037
A00001276;9652952309;Bentlee1957@HSOOJ8C03G;2021-02-03;94955259;VND;C00001540;BR0000017
A00001277;9872449766;Hassan1939@WCH2H1TPVW;2020-12-15;927194573;VND;C00001542;BR0000035
A00001279;3536586860;Westin1950@0P5IUZ21DN;2019-12-25;794903110;VND;C00001546;BR0000015
A00001280;7790585491;Joey1943@XS0EHKO6G2;2021-01-28;868726916;VND;C00001548;BR0000029
A00001281;1648087956;Averi1966@DXRYJU5TL0;2020-08-13;963189808;VND;C00001550;BR0000011
A00001284;9785577756;Vance1964@WXFC7JCV3X;2018-07-29;889151201;VND;C00001554;BR0000019
A00001285;5029491469;Marcelo1970@51EMHF2PNB;2021-01-22;798158379;VND;C00001555;BR0000039
A00001286;5790419190;Axl1970@1MI0IHYCQ1;2020-09-16;802382047;VND;C00001556;BR0000017
A00001287;2639704722;Reyna1979@SF1LEUF6MA;2018-04-25;683622029;VND;C00001557;BR0000023
A00001288;1227415364;Saige1947@3UL88PXVXS;2018-09-21;595645162;VND;C00001558;BR0000043
A00001289;4812031979;Jermaine1960@M8DJT1LETC;2021-12-22;636608864;VND;C00001559;BR0000003
A00001291;2121050239;Wren1943@ZED2HGPLU9;2020-07-28;536988247;VND;C00001561;BR0000021
A00001292;2358208022;Gerald1998@CP97DRADQE;2020-01-18;936860730;VND;C00001563;BR0000022
A00001293;6614474205;Lexie1967@VI3865S1V4;2018-07-09;592394301;VND;C00001564;BR0000038
A00001294;6174867279;Kole1980@FAM4GJMBTX;2019-10-13;878852999;VND;C00001565;BR0000019
A00001295;1278605968;Dorothy1986@Q35YCCIH0J;2021-09-23;796890615;VND;C00001566;BR0000050
A00001296;7166344683;Dash1950@E52FPSVIL1;2019-07-11;900149352;VND;C00001567;BR0000021
A00001297;6277747199;Monroe1976@SBM78B1BNT;2021-05-06;6060788;VND;C00001569;BR0000001
A00001298;6220262947;Aryanna1987@L9P8EVCZZ6;2020-12-15;220184173;VND;C00001571;BR0000010
A00001299;2128506200;Elisabeth1983@JKUBYU9WAI;2020-06-14;156424969;VND;C00001572;BR0000021
A00001301;2555144008;Lachlan1999@H6JBH0JIN1;2019-06-18;470323002;VND;C00001574;BR0000049
A00001302;9789529887;Ivory1943@5LIHUX92FP;2021-05-26;79213624;VND;C00001575;BR0000019
A00001303;7093835665;Kody1964@3ZUAM9CRL9;2021-07-29;916076629;VND;C00001577;BR0000030
A00001304;7742589143;Liv1991@MQ0TEOPUNP;2020-02-08;982542707;VND;C00001578;BR0000038
A00001305;1600370960;Ronnie1983@PL6ZLQ4MYJ;2021-09-14;527745681;VND;C00001579;BR0000001
A00001306;2129755876;Janessa1988@S3LB1VB0AW;2020-05-29;225531486;VND;C00001580;BR0000021
A00001307;6171504746;Jaylynn1983@Z8MOH7QCNP;2019-04-22;494368538;VND;C00001581;BR0000019
A00001308;6392740935;Kolten1954@YJJMXA0V70;2020-07-13;168919765;VND;C00001582;BR0000001
A00001309;2121198291;Livia1992@T9CTVN8GGZ;2021-11-17;237146378;VND;C00001583;BR0000021
A00001310;2128540474;Rayna1982@PN9MMMAQ9F;2018-04-12;460772043;VND;C00001584;BR0000021
A00001311;7810837700;Marcel1955@EGS480SLI1;2018-07-13;587483784;VND;C00001585;BR0000019
A00001312;7849622992;Stetson1948@QAE9V5EP1B;2020-04-16;74992312;VND;C00001587;BR0000030
A00001313;8413911035;Willie1970@71JVOJ9FG6;2021-09-24;835057035;VND;C00001588;BR0000047
A00001314;5087425784;Malaya1971@X0I4EB9SNE;2020-07-02;823505932;VND;C00001589;BR0000019
A00001315;1877575989;Cara1960@N1MAGAKHNX;2021-09-09;296480351;VND;C00001590;BR0000032
A00001316;4377781170;Erika1973@JXIKL5PJXX;2020-09-19;200456949;VND;C00001591;BR0000031
A00001317;6174526384;Jeffery1948@X7SS6BG5AL;2019-01-20;552493956;VND;C00001592;BR0000019
A00001318;6174753108;Brantlee1959@NTF33W9PHY;2018-06-03;693055985;VND;C00001594;BR0000019
A00001319;6175875860;Clare1974@UL9JWZ3TYA;2018-06-21;137603195;VND;C00001595;BR0000019
A00001320;5085372145;Addilynn1998@1IABK3BQJJ;2020-01-23;246760675;VND;C00001596;BR0000019
A00001321;7810171266;Elisha1976@07781Z14JJ;2020-11-02;532366549;VND;C00001597;BR0000019
A00001322;5418547705;Maxim1945@B1T1MPS0TR;2021-10-04;963938820;VND;C00001598;BR0000024
A00001323;5299998441;Kendall1984@J3ZNL440K2;2018-08-10;328982564;VND;C00001599;BR0000005
A00001324;6278083593;Corinne1989@O0E3V534A2;2020-10-27;758311643;VND;C00001601;BR0000031
A00001325;3607994454;Leandro1988@RKIPEUP3HB;2021-02-07;866760743;VND;C00001603;BR0000048
